checkpoint,time,energy_current,energy_bdf2_base_ratio,energy_ext2_velocity_ratio,speed_linf,velocity_history_delta_linf,conv_prev_linf,previous_pressure_accel_linf,projected_face_linf,dt_limit,ppe_rhs_max,div_u_max,reinit_linf_delta
t0p01_stable,0.009995254329104782,5.931409786727783e-05,1.0121141976660801,1.1259408621895137,0.3035406598458187,0.057174855258844706,183.7072054760478,3276.85227426981,0.30368484852125377,7.36138847188952e-06,2160.3735550706797,9.526873967047322e-06,0.0002364121264889496
t0p018_preblowup,0.018032998749868804,883870.8994627862,2.4751539310823296,7.411112350661504,15593.717577199073,26675.365368107472,11306880654473.334,1681166451615.4417,15664.739447452286,2.3857774608339815e-09,2.4563902788830004e+16,0.29747178172692657,0.03503986839964779
